endereco;valor;area;quartos;vagas;banheiros;pagina
Rua General Artigas - Leblon, Rio de Janeiro - RJ;5000.0;57;1;1;1;16
Rua Divino Salvador - Piedade, Rio de Janeiro - RJ;600.0;25;1;0;1;16
Rua Riachuelo - Centro, Rio de Janeiro - RJ;1150.0;45;1;0;2;16
Rua Marechal Mascarenhas de Morais, 174 - Copacabana, Rio de Janeiro - RJ;4500.0;50;1;1;1;16
Avenida Ataulfo de Paiva, 900 - Leblon, Rio de Janeiro - RJ;3000.0;44;1;0;1;16
Rua Conde de Bonfim, 920 - Tijuca, Rio de Janeiro - RJ;1000.0;40;1;1;1;16
Rua General Cristóvão Barcelos, 11 - Laranjeiras, Rio de Janeiro - RJ;1500.0;26;1;0;1;16
Taquara, Rio de Janeiro - RJ;1000.0;45;1;1;1;16
Avenida Rainha Elizabeth da Bélgica, 109 - Copacabana, Rio de Janeiro - RJ;2700.0;60;1;0;1;16
Avenida Rainha Elizabeth da Bélgica, 186 - Copacabana, Rio de Janeiro - RJ;1500.0;20;1;0;1;16
Avenida Atlântica - Copacabana, Rio de Janeiro - RJ;1500.0;28;1;0;1;16
Avenida Ataulfo de Paiva, 50 - Leblon, Rio de Janeiro - RJ;2800.0;60;1;0;1;17
Rua Roberto Dias Lópes - Leme, Rio de Janeiro - RJ;2300.0;44;1;1;1;17
Rua Barata Ribeiro - Copacabana, Rio de Janeiro - RJ;2400.0;51;1;0;1;17
Vista Alegre, Rio de Janeiro - RJ;1000.0;38;1;0;1;17
Rua República do Peru, 250 - Copacabana, Rio de Janeiro - RJ;1200.0;40;1;0;1;17
Centro, Rio de Janeiro - RJ;1100.0;40;1;0;1;17
Rua Souza Lima - Copacabana, Rio de Janeiro - RJ;200.0;30;1;0;1;17
Rua Souza Lima - Copacabana, Rio de Janeiro - RJ;1800.0;39;1;0;1;17
Botafogo, Rio de Janeiro - RJ;2100.0;42;1;0;1;17
Avenida Padre Roser, 123 - Vila da Penha, Rio de Janeiro - RJ;800.0;30;1;0;1;17
Avenida Vieira Souto - Ipanema, Rio de Janeiro - RJ;2800.0;55;1;0;1;17
Rua João Afonso, 49 - Humaitá, Rio de Janeiro - RJ;1900.0;31;1;0;1;17
Rua Carlos de Carvalho - Centro, Rio de Janeiro - RJ;1100.0;35;1;0;1;17
Avenida Prado Júnior - Copacabana, Rio de Janeiro - RJ;1000.0;29;1;0;1;17
Copacabana, Rio de Janeiro - RJ;1300.0;32;1;0;1;17
Rua Guilherme Marconi, 76 - Centro, Rio de Janeiro - RJ;950.0;27;1;0;1;17
Avenida das Américas, 487 - Barra da Tijuca, Rio de Janeiro - RJ;1400.0;28;1;0;1;17
Avenida das Américas, 19992 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ;1400.0;34;1;1;1;17
Rua Marechal Mascarenhas de Morais, 174 - Copacabana, Rio de Janeiro - RJ;4500.0;50;1;1;1;17
Estrada Caribu - Freguesia- Jacarepaguá, Rio de Janeiro - RJ;1300.0;38;1;1;1;17
Rua Pedro Américo, 48 - Catete, Rio de Janeiro - RJ;750.0;27;1;0;1;17
Rua Joaquim Palhares, 267 - Estacio, Rio de Janeiro - RJ;1000.0;32;1;1;1;17
Rua Creso, 150 - Curicica, Rio de Janeiro - RJ;750.0;50;1;0;1;17
Avenida Princesa Isabel - Copacabana, Rio de Janeiro - RJ;1500.0;50;1;0;1;17
Rua Cento e Trinta e Três, 1 -  Pedra de Guaratiba, Rio de Janeiro - RJ;550.0;37;1;0;1;17
Rua das Laranjeiras, 486 - Laranjeiras, Rio de Janeiro - RJ;1900.0;47;1;0;1;17
Rua Riachuelo, 148 - Centro, Rio de Janeiro - RJ;1300.0;45;1;0;1;17
Rua Romero Zander, 218 - Ramos, Rio de Janeiro - RJ;700.0;45;1;0;1;17
Avenida Prado Júnior, 330 - Copacabana, Rio de Janeiro - RJ;1200.0;30;1;0;1;17
Rua Arquiteto, 366 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ;1700.0;45;1;0;1;17
Estrada da Capoeira Grande, 379 - Guaratiba, Rio de Janeiro - RJ;1000.0;38;1;0;1;17
Avenida Lúcio Costa, 6900 - Barra da Tijuca, Rio de Janeiro - RJ;2500.0;60;1;1;1;17
Avenida Bartolomeu Mitre - Leblon, Rio de Janeiro - RJ;7500.0;114;1;1;2;17
Rua Joaquim Palhares - Estacio, Rio de Janeiro - RJ;650.0;32;1;0;1;17
Avenida Nossa Senhora de Copacabana, 1085 - Copacabana, Rio de Janeiro - RJ;1400.0;30;1;0;1;17
Rua Carlos de Vasconcelos, 148 - Tijuca, Rio de Janeiro - RJ;1600.0;43;1;1;1;17
Rua Padre Leandro Altoe, 120 - Vista Alegre, Rio de Janeiro - RJ;1050.0;75;1;1;1;18
Rua de Santana, 73 - Centro, Rio de Janeiro - RJ;900.0;32;1;0;1;18
Rua Real Grandeza, 281 - Botafogo, Rio de Janeiro - RJ;2100.0;67;1;1;2;18
Rua Santo Afonso - Tijuca, Rio de Janeiro - RJ;1200.0;34;1;0;1;18
Rua Aitinga, 41 - Inhaúma, Rio de Janeiro - RJ;900.0;36;1;0;1;18
Rua Barão de Mesquita, 459 - Tijuca, Rio de Janeiro - RJ;1100.0;44;1;0;1;18
Rua Pedro Américo, 130 - Catete, Rio de Janeiro - RJ;1600.0;51;1;1;2;18
Rua Bento Lisboa - Catete, Rio de Janeiro - RJ;1850.0;32;1;0;1;18
Rua Santo Amaro - Glória, Rio de Janeiro - RJ;1200.0;33;1;0;1;18
Estrada Caribu - Freguesia- Jacarepaguá, Rio de Janeiro - RJ;1300.0;38;1;1;1;18
Avenida Paulo de Frontin, 405 - Rio Comprido, Rio de Janeiro - RJ;1100.0;45;1;0;2;18
Tijuca, Rio de Janeiro - RJ;1400.0;40;1;0;1;18
Avenida Nossa Senhora de Copacabana, 1100 - Copacabana, Rio de Janeiro - RJ;1500.0;40;1;0;1;18
Avenida Lúcio Costa, 3150 - Barra da Tijuca, Rio de Janeiro - RJ;5399.0;45;1;1;1;18
Rua Franz Liszt - Jardim América, Rio de Janeiro - RJ;800.0;60;1;0;1;18
Boulevard Vinte e Oito de Setembro, 280 - Vila Isabel, Rio de Janeiro - RJ;900.0;30;1;0;1;18
Ipanema, Rio de Janeiro - RJ;4500.0;40;1;1;2;18
Centro, Rio de Janeiro - RJ;1200.0;40;1;0;1;18
Rua Odorico Mendes - Cachambi, Rio de Janeiro - RJ;1700.0;41;1;0;1;18
Rua Mena Barreto - Botafogo, Rio de Janeiro - RJ;2200.0;55;1;1;2;18
Avenida Nossa Senhora de Copacabana, 115 - Copacabana, Rio de Janeiro - RJ;180.0;35;1;0;1;18
Rua Mafra, 109 - Penha Circular, Rio de Janeiro - RJ;800.0;60;1;1;1;18
Rua Auriflama, 201 - Guadalupe, Rio de Janeiro - RJ;600.0;31;1;0;1;18
Rua do Matoso, 125 - Praça da Bandeira, Rio de Janeiro - RJ;1000.0;30;1;0;1;18
Rua Riachuelo, 136 - Centro, Rio de Janeiro - RJ;1100.0;41;1;0;1;18
Rua Gomes Carneiro - Ipanema, Rio de Janeiro - RJ;3200.0;44;1;1;1;18
Avenida Nossa Senhora de Copacabana - Copacabana, Rio de Janeiro - RJ;2200.0;65;1;0;2;18
Rua Voluntários da Pátria, 450 - Botafogo, Rio de Janeiro - RJ;1100.0;33;1;0;1;18
Rua Pedro Américo, 130 - Catete, Rio de Janeiro - RJ;1650.0;51;1;0;2;18
Rua Ronald de Carvalho - Copacabana, Rio de Janeiro - RJ;1300.0;35;1;0;1;18
Centro, Rio de Janeiro - RJ;500.0;51;1;0;1;18
Rua Tambaú, 253 - Ramos, Rio de Janeiro - RJ;700.0;50;1;0;1;18
Rua Guilherme Marconi, 76 - Centro, Rio de Janeiro - RJ;950.0;27;1;0;1;18
Rua Peroba, 196 - Gardênia Azul, Rio de Janeiro - RJ;700.0;40;1;0;1;18
Rua Domingos Ferreira, 125 - Copacabana, Rio de Janeiro - RJ;1200.0;35;1;0;1;18
Rua Dom Juvêncio de Brito, 229 - Freguesia- Jacarepaguá, Rio de Janeiro - RJ;800.0;28;1;0;1;18
Rua Dom Juvêncio de Brito, 229 - Freguesia- Jacarepaguá, Rio de Janeiro - RJ;800.0;28;1;0;1;19
Praça Vereador Rocha Leão, 110 - Copacabana, Rio de Janeiro - RJ;2000.0;45;1;0;1;19
Rua Prefeito Olímpio de Melo, 1953 - Benfica, Rio de Janeiro - RJ;800.0;55;1;0;1;19
Rua dos Inválidos - Centro, Rio de Janeiro - RJ;800.0;20;1;0;1;19
Rua Cintra, 652 - Penha Circular, Rio de Janeiro - RJ;800.0;40;1;0;1;19
Avenida Paulo de Frontin, 405 - Rio Comprido, Rio de Janeiro - RJ;1100.0;45;1;0;2;19
Rua Ministro Viveiros de Castro - Copacabana, Rio de Janeiro - RJ;2500.0;70;1;1;3;19
Avenida Nossa Senhora de Copacabana, 387 - Copacabana, Rio de Janeiro - RJ;1100.0;32;1;0;1;19
Rua Visconde de Pirajá - Ipanema, Rio de Janeiro - RJ;2900.0;40;1;0;1;19
Rua Leopoldo Miguez, 0 - Copacabana, Rio de Janeiro - RJ;2200.0;60;1;0;1;19
Rua Barão de Ipanema, 55 - Copacabana, Rio de Janeiro - RJ;1800.0;32;1;0;1;19
Rua das Laranjeiras, 21 - Laranjeiras, Rio de Janeiro - RJ;1800.0;41;1;0;1;19
Estrada da Gávea - São Conrado, Rio de Janeiro - RJ;5500.0;120;1;0;2;19
Rua Castro Alves - Méier, Rio de Janeiro - RJ;1000.0;67;1;1;1;19
Estrada General Afonso de Carvalho, 84 - Bangu, Rio de Janeiro - RJ;800.0;50;1;0;1;19
Rua Domingos Mondim - Tauá, Rio de Janeiro - RJ;850.0;55;1;1;1;19
Rua Miguel Ângelo - Cachambi, Rio de Janeiro - RJ;600.0;55;1;0;2;19
Rua Correa Dutra, 56 - Flamengo, Rio de Janeiro - RJ;900.0;24;1;0;1;19
Copacabana, Rio de Janeiro - RJ;1700.0;30;1;0;1;19
Rua Ministro Viveiros de Castro - Copacabana, Rio de Janeiro - RJ;1200.0;40;1;0;1;19
Rua Voluntários da Pátria, 450 - Humaitá, Rio de Janeiro - RJ;1300.0;24;1;0;1;19
Rua Irineu Marinho - Centro, Rio de Janeiro - RJ;1100.0;40;1;0;1;19
Copacabana, Rio de Janeiro - RJ;1000.0;30;1;0;1;19
Rua Riachuelo - Centro, Rio de Janeiro - RJ;1150.0;45;1;0;2;19
Rua de Santana, 73 - Centro, Rio de Janeiro - RJ;1000.0;60;1;0;1;19
Rua das Laranjeiras, 466 - Laranjeiras, Rio de Janeiro - RJ;2300.0;56;1;1;1;19
Rua Auriflama, 201 - Guadalupe, Rio de Janeiro - RJ;600.0;31;1;0;1;19
Praça da Bandeira, Rio de Janeiro - RJ;1000.0;38;1;0;1;19
Jardim Botânico, Rio de Janeiro - RJ;1800.0;32;1;0;1;19
Avenida Nossa Senhora de Copacabana, 1145 - Copacabana, Rio de Janeiro - RJ;1100.0;30;1;0;1;19
Rua Hermenegildo de Barros - Santa Teresa, Rio de Janeiro - RJ;1090.0;21;1;0;1;19
Rua Barão de Iguatemi, 288 - Praça da Bandeira, Rio de Janeiro - RJ;990.0;70;1;0;1;19
Rua Félix Pacheco, 150 - Leblon, Rio de Janeiro - RJ;1300.0;23;1;0;1;19
Rua do Catete - Catete, Rio de Janeiro - RJ;1300.0;45;1;0;1;19
Rua Castorino Francisco Nunes, 88 - Cocotá, Rio de Janeiro - RJ;1100.0;47;1;0;1;19
Rua Álvaro Alvim - Centro, Rio de Janeiro - RJ;1500.0;30;1;0;1;19
